         471272881 function calls (457851614 primitive calls) in 1458.056 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.006    0.000 gen_string_ops.py:819(string_join)
       34    0.000    0.000    0.006    0.000 axis.py:574(_get_tick1line)
       24    0.000    0.000    0.006    0.000 array_ops.py:4314(where)
       18    0.000    0.000    0.006    0.000 array_ops.py:200(fill)
     3528    0.001    0.000    0.006    0.000 nested_structure_coder.py:176(can_encode)
       36    0.000    0.000    0.006    0.000 training.py:2313(weights)
       12    0.000    0.000    0.006    0.001 utils_impl.py:232(get_or_create_assets_dir)
     2081    0.002    0.000    0.006    0.000 object_identity.py:220(_wrap_key)
     8790    0.006    0.000    0.006    0.000 {built-in method _imp.lock_held}
       12    0.000    0.000    0.006    0.001 gen_nn_ops.py:725(bias_add_grad)
       60    0.000    0.000    0.006    0.000 save_impl.py:367(_generate_input_signature)
       32    0.000    0.000    0.006    0.000 ticker.py:672(set_locs)
       24    0.000    0.000    0.006    0.000 gen_math_ops.py:8744(select)
       18    0.000    0.000    0.006    0.000 gen_array_ops.py:3357(fill)
       24    0.000    0.000    0.006    0.000 def_function.py:1171(__get__)
      840    0.003    0.000    0.006    0.000 function.py:361(_enclosing_xla_context)
     3464    0.002    0.000    0.006    0.000 optimizer_v2.py:1279(_var_key)
       30    0.000    0.000    0.006    0.000 tf_utils.py:484(get_tensor_spec)
        3    0.000    0.000    0.006    0.002 array_ops.py:872(_slice_helper)
       24    0.000    0.000    0.006    0.000 base_layer.py:2998(<lambda>)
        2    0.000    0.000    0.006    0.003 functional.py:108(__init__)
      384    0.003    0.000    0.006    0.000 function.py:2071(_select_forward_and_backward_functions)
     1248    0.003    0.000    0.006    0.000 device_spec.py:111(__init__)
       34    0.000    0.000    0.006    0.000 axis.py:589(_get_tick2line)
      516    0.001    0.000    0.006    0.000 serialized_attributes.py:180(objects_to_serialize)
      2/1    0.000    0.000    0.006    0.006 training.py:237(__new__)
       24    0.000    0.000    0.006    0.000 function.py:3700(class_method_to_instance_method)
     3534    0.006    0.000    0.006    0.000 ops.py:4522(__init__)
      444    0.001    0.000    0.006    0.000 nested_structure_coder.py:379(do_encode)
    19314    0.006    0.000    0.006    0.000 distribute_lib.py:2904(_experimental_distribute_dataset)
      306    0.002    0.000    0.006    0.000 resource_variable_ops.py:84(_set_handle_shapes_and_types)
      150    0.001    0.000    0.006    0.000 text.py:121(__init__)
       24    0.001    0.000    0.006    0.000 save.py:224(_add_saveable_objects)
        2    0.000    0.000    0.006    0.003 backend_pdf.py:954(<listcomp>)
       24    0.000    0.000    0.006    0.000 patches.py:585(draw)
       27    0.000    0.000    0.006    0.000 math_ops.py:1826(_ReductionDims)
       34    0.000    0.000    0.006    0.000 axis.py:470(_get_tick2line)
      120    0.001    0.000    0.006    0.000 save_impl.py:600(_create_call_fn_decorator)
    19314    0.006    0.000    0.006    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.005    0.005 metrics.py:162(__new__)
        3    0.000    0.000    0.005    0.002 optimizer_v2.py:848(_decayed_lr)
     3141    0.004    0.000    0.005    0.000 traceable_stack.py:75(copy_metadata)
      512    0.000    0.000    0.005    0.000 backend_pdf.py:943(get_char_width)
     2616    0.005    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tf_session.EqualAttrValueWrapper}
        3    0.000    0.000    0.005    0.002 losses.py:239(call)
     9136    0.005    0.000    0.005    0.000 {built-in method builtins.abs}
     3528    0.002    0.000    0.005    0.000 nested_structure_coder.py:153(_is_tuple)
      672    0.001    0.000    0.005    0.000 revived_types.py:140(serialize)
     3534    0.003    0.000    0.005    0.000 ops.py:4589(_push_control_dependencies_controller)
       50    0.001    0.000    0.005    0.000 training_utils.py:1226(__enter__)
      384    0.002    0.000    0.005    0.000 nested_structure_coder.py:136(do_encode)
        3    0.000    0.000    0.005    0.002 metrics.py:188(result_fn)
        3    0.000    0.000    0.005    0.002 losses.py:1162(mean_squared_error)
 1509/649    0.002    0.000    0.005    0.000 backend_pdf.py:134(pdfRepr)
     1415    0.002    0.000    0.005    0.000 ops.py:6635(__exit__)
     2895    0.005    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRecordOperation}
      372    0.002    0.000    0.005    0.000 base_layer.py:2457(_set_mask_metadata)
     1432    0.002    0.000    0.005    0.000 ops.py:772(<listcomp>)
      624    0.002    0.000    0.005    0.000 device_spec.py:236(replace)
      576    0.000    0.000    0.005    0.000 __init__.py:133(serialize)
        3    0.000    0.000    0.005    0.002 math_grad.py:35(_safe_shape_div)
      164    0.000    0.000    0.005    0.000 transforms.py:1388(transform)
     6120    0.002    0.000    0.005    0.000 nested_structure_coder.py:157(_is_named_tuple)
      130    0.005    0.000    0.005    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
      255    0.002    0.000    0.005    0.000 base_layer.py:1378(losses)
      396    0.002    0.000    0.005    0.000 nested_structure_coder.py:202(do_encode)
       28    0.000    0.000    0.005    0.000 axis.py:334(_apply_params)
      198    0.001    0.000    0.005    0.000 font_manager.py:623(__init__)
       26    0.000    0.000    0.005    0.000 def_function.py:1423(decorated)
      288    0.000    0.000    0.005    0.000 tf_utils.py:261(convert_inner_node_data)
     7161    0.005    0.000    0.005    0.000 {method 'index' of 'list' objects}
      502    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(any)
       40    0.000    0.000    0.005    0.000 training.py:1890(trainable_weights)
        3    0.000    0.000    0.005    0.002 metrics.py:394(result)
        4    0.000    0.000    0.005    0.001 _base.py:2491(_update_title_position)
        7    0.000    0.000    0.005    0.001 gen_array_ops.py:11337(tile)
     2186    0.004    0.000    0.005    0.000 func_graph.py:669(add_capture)
     1092    0.001    0.000    0.005    0.000 _collections_abc.py:851(setdefault)
   122/26    0.000    0.000    0.005    0.000 copy.py:268(_reconstruct)
       70    0.000    0.000    0.005    0.000 lines.py:1021(get_path)
      512    0.005    0.000    0.005    0.000 {method 'load_char' of 'matplotlib.ft2font.FT2Font' objects}
       26    0.000    0.000    0.005    0.000 backend_pdf.py:2090(draw_text)
        3    0.000    0.000    0.005    0.002 losses_utils.py:38(_safe_mean)
     1365    0.001    0.000    0.005    0.000 ops.py:2180(_set_device_from_string)
       15    0.000    0.000    0.005    0.000 array_ops.py:2746(wrapped)
        2    0.000    0.000    0.005    0.002 training.py:246(__init__)
       60    0.001    0.000    0.005    0.000 data_structures.py:735(__init__)
       38    0.000    0.000    0.005    0.000 backend_pdf.py:1768(draw_path)
       32    0.000    0.000    0.005    0.000 ticker.py:253(format_ticks)
     1478    0.003    0.000    0.005    0.000 _weakrefset.py:26(__exit__)
       15    0.000    0.000    0.005    0.000 array_ops.py:2754(zeros)
    10400    0.003    0.000    0.005    0.000 Hanabi.py:144(draw)
      556    0.001    0.000    0.005    0.000 markers.py:227(_recache)
      312    0.001    0.000    0.005    0.000 save_impl.py:453(get_input_arg_value)
  576/288    0.001    0.000    0.004    0.000 tf_utils.py:157(map_structure_with_atomic)
        9    0.000    0.000    0.004    0.000 math_ops.py:3594(sigmoid)
     3024    0.003    0.000    0.004    0.000 data_structures.py:479(_check_external_modification)
      624    0.001    0.000    0.004    0.000 device_spec.py:142(from_string)
        1    0.000    0.000    0.004    0.004 metrics.py:481(__init__)
        1    0.000    0.000    0.004    0.004 metrics.py:326(__init__)
        4    0.000    0.000    0.004    0.001 iterator_ops.py:735(__next__)
        4    0.000    0.000    0.004    0.001 iterator_ops.py:770(next)
        4    0.000    0.000    0.004    0.001 iterator_ops.py:738(_next_internal)
        1    0.000    0.000    0.004    0.004 training.py:2332(summary)
        1    0.000    0.000    0.004    0.004 layer_utils.py:112(print_summary)
    25/16    0.000    0.000    0.004    0.000 version_utils.py:110(<genexpr>)
      328    0.002    0.000    0.004    0.000 tf_decorator.py:128(rewrap)
      140    0.000    0.000    0.004    0.000 artist.py:1095(set)
     3238    0.003    0.000    0.004    0.000 ops.py:4579(add_op)
       32    0.000    0.000    0.004    0.000 axis.py:825(_set_scale)
       12    0.000    0.000    0.004    0.000 signature_serialization.py:265(validate_saveable_view)
      368    0.001    0.000    0.004    0.000 base_layer_utils.py:310(is_in_keras_graph)
      588    0.003    0.000    0.004    0.000 serialized_attributes.py:168(checkpointable_objects)
     2070    0.002    0.000    0.004    0.000 base_layer.py:2942(_eager_losses)
     9847    0.004    0.000    0.004    0.000 __init__.py:815(__getitem__)
        9    0.000    0.000    0.004    0.000 gen_math_ops.py:8903(sigmoid)
       24    0.000    0.000    0.004    0.000 axis.py:1398(_copy_tick_props)
     2873    0.002    0.000    0.004    0.000 ops.py:2062(device)
      408    0.000    0.000    0.004    0.000 policy.py:615(serialize)
       52    0.000    0.000    0.004    0.000 backend_agg.py:196(get_text_width_height_descent)
      216    0.000    0.000    0.004    0.000 backend_pdf.py:641(output)
     7783    0.004    0.000    0.004    0.000 base_layer.py:1246(trainable)
       32    0.000    0.000    0.004    0.000 scale.py:105(set_default_locators_and_formatters)
     2081    0.003    0.000    0.004    0.000 object_identity.py:75(__init__)
       24    0.000    0.000    0.004    0.000 backend_pdf.py:1847(draw_markers)
        8    0.000    0.000    0.004    0.001 gen_math_ops.py:1837(cast)
       30    0.000    0.000    0.004    0.000 artist.py:731(set_clip_path)
      552    0.004    0.000    0.004    0.000 {built-in method tensorflow.python._pywrap_tf_session.GetHandleShapeAndType}
        1    0.000    0.000    0.004    0.004 Experiment.py:210(<listcomp>)
   288/96    0.000    0.000    0.004    0.000 copy.py:273(<genexpr>)
       62    0.000    0.000    0.004    0.000 patches.py:260(get_transform)
     4718    0.002    0.000    0.004    0.000 ops.py:193(_as_graph_element)
      502    0.000    0.000    0.004    0.000 fromnumeric.py:2236(any)
    31951    0.004    0.000    0.004    0.000 {method 'bit_length' of 'int' objects}
       50    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(nanmin)
        4    0.000    0.000    0.004    0.001 math_ops.py:1153(r_binary_op_wrapper)
       24    0.000    0.000    0.004    0.000 backend_bases.py:173(draw_markers)
      552    0.004    0.000    0.004    0.000 {built-in method FromString}
       16    0.000    0.000    0.004    0.000 transforms.py:695(union)
     8778    0.004    0.000    0.004    0.000 fromnumeric.py:3227(_mean_dispatcher)
        7    0.000    0.000    0.004    0.001 gen_math_ops.py:6318(neg)
       97    0.000    0.000    0.004    0.000 backprop.py:174(_record_gradient)
        4    0.000    0.000    0.004    0.001 core.py:1131(__init__)
     1068    0.002    0.000    0.004    0.000 __init__.py:1956(_setattr_cm)
      144    0.000    0.000    0.004    0.000 base_layer.py:2252(non_trainable_variables)
     7059    0.004    0.000    0.004    0.000 fromnumeric.py:1108(_argmax_dispatcher)
      372    0.001    0.000    0.004    0.000 base_layer.py:2395(_name_scope)
       50    0.000    0.000    0.004    0.000 nanfunctions.py:230(nanmin)
       17    0.000    0.000    0.004    0.000 resource_variable_ops.py:198(eager_safe_variable_handle)
     2349    0.001    0.000    0.004    0.000 ops.py:4258(get_name_scope)
      182    0.001    0.000    0.004    0.000 font_manager.py:1166(findfont)
       12    0.000    0.000    0.004    0.000 function_serialization.py:110(wrap_cached_variables)
      192    0.002    0.000    0.004    0.000 base_layer.py:1438(add_loss)
        4    0.000    0.000    0.004    0.001 math_ops.py:2426(reduce_prod)
      492    0.001    0.000    0.004    0.000 data_structures.py:152(__init__)
       53    0.001    0.000    0.004    0.000 base_layer.py:2673(_get_trainable_state)
       12    0.000    0.000    0.004    0.000 base.py:97(restore)
       72    0.000    0.000    0.004    0.000 base_layer.py:2108(input_shape)
    25318    0.004    0.000    0.004    0.000 shape_base.py:79(_atleast_2d_dispatcher)
      408    0.001    0.000    0.004    0.000 policy.py:593(_policy_equivalent_to_dtype)
     1898    0.003    0.000    0.004    0.000 custom_gradient.py:77(<listcomp>)
     8790    0.004    0.000    0.004    0.000 {method '__enter__' of '_thread.lock' objects}
      448    0.002    0.000    0.004    0.000 base_layer.py:2528(_get_call_arg_value)
        2    0.000    0.000    0.004    0.002 _base.py:553(_init_axis)
      444    0.002    0.000    0.004    0.000 artist.py:74(__init__)
      100    0.000    0.000    0.004    0.000 structure.py:452(<listcomp>)
       34    0.000    0.000    0.004    0.000 axis.py:427(_get_text1)
      624    0.001    0.000    0.004    0.000 ops.py:3221(<listcomp>)
     1938    0.003    0.000    0.004    0.000 callbacks.py:1683(get_monitor_value)
  156/148    0.000    0.000    0.004    0.000 _base.py:583(_unstale_viewLim)
        2    0.000    0.000    0.004    0.002 metrics.py:279(add_weight)
       24    0.000    0.000    0.004    0.000 axis.py:841(cla)
        2    0.000    0.000    0.004    0.002 math_grad.py:67(SmartBroadcastGradientArgs)
       13    0.000    0.000    0.004    0.000 initializers_v2.py:127(__call__)
       64    0.000    0.000    0.004    0.000 backend_pdf.py:1691(check_gc)
     1200    0.001    0.000    0.004    0.000 ops.py:3297(_is_function)
     7861    0.004    0.000    0.004    0.000 {built-in method from_iterable}
       26    0.000    0.000    0.004    0.000 backend_agg.py:170(draw_text)
      356    0.001    0.000    0.004    0.000 base_layer.py:2312(_maybe_cast_inputs)
       34    0.000    0.000    0.003    0.000 axis.py:544(_get_text1)
        3    0.000    0.000    0.003    0.001 losses_utils.py:53(_num_elements)
        9    0.000    0.000    0.003    0.000 array_ops.py:1328(stack)
       92    0.001    0.000    0.003    0.000 tensor_shape.py:926(merge_with)
       13    0.000    0.000    0.003    0.000 init_ops_v2.py:118(__call__)
        3    0.000    0.000    0.003    0.001 gen_data_flow_ops.py:704(dynamic_stitch)
       12    0.000    0.000    0.003    0.000 save.py:367(_map_captures_to_created_tensors)
        6    0.000    0.000    0.003    0.001 array_ops.py:713(size)
       52    0.000    0.000    0.003    0.000 _backend_pdf_ps.py:41(get_text_width_height_descent)
        6    0.000    0.000    0.003    0.001 array_ops.py:745(size_internal)
        1    0.000    0.000    0.003    0.003 input_layer.py:210(Input)
       40    0.000    0.000    0.003    0.000 layer_utils.py:254(gather_trainable_weights)
        3    0.000    0.000    0.003    0.001 backend.py:2245(mean)
        4    0.000    0.000    0.003    0.001 gen_dataset_ops.py:2588(iterator_get_next)
       84    0.000    0.000    0.003    0.000 tensor_spec.py:130(is_compatible_with)
     1600    0.001    0.000    0.003    0.000 ops.py:2052(name)
        3    0.000    0.000    0.003    0.001 math_ops.py:2255(reduce_mean)
      420    0.001    0.000    0.003    0.000 data_structures.py:824(_check_self_external_modification)
       12    0.000    0.000    0.003    0.000 axis.py:229(set_clip_path)
       77    0.000    0.000    0.003    0.000 base_layer.py:2162(output_shape)
        3    0.000    0.000    0.003    0.001 gen_math_ops.py:5832(mean)
       62    0.000    0.000    0.003    0.000 functional.py:237(input_shape)
        2    0.000    0.000    0.003    0.002 training.py:312(_init_batch_counters)
     2027    0.003    0.000    0.003    0.000 compile_utils.py:291(metrics)
      164    0.000    0.000    0.003    0.000 transforms.py:2363(transform_affine)
        7    0.000    0.000    0.003    0.000 variables.py:237(<lambda>)
       34    0.000    0.000    0.003    0.000 axis.py:444(_get_text2)
       97    0.002    0.000    0.003    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_RecordGradient}
        2    0.000    0.000    0.003    0.002 backend_pdf.py:624(close)
        2    0.003    0.002    0.003    0.002 {method 'close' of '_io.BufferedWriter' objects}
    23364    0.003    0.000    0.003    0.000 __init__.py:170(value)
        7    0.000    0.000    0.003    0.000 variable_scope.py:2616(default_variable_creator_v2)
    16823    0.003    0.000    0.003    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.003    0.003 input_layer.py:91(__init__)
       84    0.001    0.000    0.003    0.000 tensor_spec.py:78(is_compatible_with)
      756    0.002    0.000    0.003    0.000 base_layer_utils.py:508(__enter__)
      240    0.001    0.000    0.003    0.000 transforms.py:1986(scale)
        8    0.000    0.000    0.003    0.000 base_layer.py:297(__init__)
      371    0.001    0.000    0.003    0.000 base_layer_utils.py:490(in_keras_graph)
      120    0.000    0.000    0.003    0.000 node.py:227(input_shapes)
      492    0.001    0.000    0.003    0.000 layer_utils.py:179(__init__)
  216/176    0.001    0.000    0.003    0.000 transforms.py:2387(get_affine)
       60    0.000    0.000    0.003    0.000 save_impl.py:581(_extract_outputs_from_fn)
       34    0.000    0.000    0.003    0.000 axis.py:559(_get_text2)
       32    0.001    0.000    0.003    0.000 ticker.py:759(_set_format)
     1898    0.003    0.000    0.003    0.000 custom_gradient.py:78(<listcomp>)
        3    0.000    0.000    0.003    0.001 gen_math_ops.py:5752(maximum)
       12    0.000    0.000    0.003    0.000 signature_serialization.py:39(_get_signature)
      507    0.001    0.000    0.003    0.000 pickle.py:705(save_str)
      288    0.000    0.000    0.003    0.000 activations.py:426(serialize)
       84    0.001    0.000    0.003    0.000 tensor_util.py:548(<listcomp>)
       30    0.000    0.000    0.003    0.000 backend_pdf.py:1609(writeObject)
      206    0.000    0.000    0.003    0.000 lines.py:1243(set_markerfacecolor)
      692    0.001    0.000    0.003    0.000 base_layer.py:1232(dynamic)
       38    0.000    0.000    0.003    0.000 patches.py:776(get_patch_transform)
      472    0.001    0.000    0.003    0.000 ops.py:6013(get_name_scope)
      684    0.002    0.000    0.003    0.000 ops.py:5175(__init__)
       38    0.000    0.000    0.003    0.000 patches.py:746(_update_patch_transform)
      104    0.001    0.000    0.003    0.000 _dill.py:1327(save_type)
       30    0.000    0.000    0.003    0.000 backend_pdf.py:238(write)
       60    0.000    0.000    0.003    0.000 save_impl.py:552(_wrap_call_and_conditional_losses)
       24    0.002    0.000    0.003    0.000 meta_graph.py:138(ops_used_by_graph_def)
        5    0.000    0.000    0.003    0.001 optimizer_v2.py:1003(add_weight)
      130    0.000    0.000    0.003    0.000 node.py:234(output_shapes)
     1432    0.003    0.000    0.003    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOutputConsumers_wrapper}
       12    0.000    0.000    0.003    0.000 ops.py:1319(convert_to_tensor_v2)
      210    0.000    0.000    0.003    0.000 text.py:170(update)
     1938    0.003    0.000    0.003    0.000 iostream.py:316(closed)
      900    0.001    0.000    0.003    0.000 data_structures.py:818(_dirty)
     6124    0.003    0.000    0.003    0.000 ops.py:5087(_control_dependencies_stack)
       50    0.000    0.000    0.003    0.000 callbacks.py:486(on_train_begin)
       16    0.000    0.000    0.003    0.000 spines.py:374(draw)
        3    0.000    0.000    0.003    0.001 math_ops.py:570(scalar_mul)
     1365    0.003    0.000    0.003    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetRequestedDevice}
      324    0.001    0.000    0.003    0.000 backend.py:1283(int_shape)
     1198    0.001    0.000    0.003    0.000 auto_control_deps_utils.py:105(<genexpr>)
      848    0.001    0.000    0.003    0.000 execute.py:177(make_str)
      278    0.000    0.000    0.003    0.000 transforms.py:1247(__add__)
     2873    0.003    0.000    0.003    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationDevice}
       96    0.000    0.000    0.003    0.000 layer_serialization.py:63(<lambda>)
        5    0.000    0.000    0.003    0.001 gen_array_ops.py:722(broadcast_gradient_args)
      432    0.001    0.000    0.003    0.000 data_structures.py:649(_list_functions_for_serialization)
       12    0.001    0.000    0.003    0.000 meta_graph.py:174(stripped_op_list_for_graph)
       50    0.000    0.000    0.003    0.000 nanfunctions.py:70(_replace_nan)
      698    0.002    0.000    0.003    0.000 font_manager.py:663(__hash__)
       24    0.000    0.000    0.003    0.000 function.py:2672(_convert_inputs_to_signature)
       78    0.000    0.000    0.002    0.000 backend_agg.py:243(_get_agg_font)
      120    0.000    0.000    0.002    0.000 function.py:2899(<genexpr>)
      756    0.002    0.000    0.002    0.000 base_layer_utils.py:441(enter)
    13094    0.002    0.000    0.002    0.000 tf_decorator.py:262(decorated_target)
      584    0.002    0.000    0.002    0.000 tensor_shape.py:1238(unknown_shape)
        4    0.002    0.001    0.002    0.001 {method 'close' of '_io.TextIOWrapper' objects}
       72    0.000    0.000    0.002    0.000 lines.py:1330(update_from)
       60    0.000    0.000    0.002    0.000 base_layer.py:2129(<listcomp>)
      372    0.001    0.000    0.002    0.000 base_layer.py:2495(_get_input_masks)
     5208    0.002    0.000    0.002    0.000 def_function.py:1036(<genexpr>)
       78    0.000    0.000    0.002    0.000 _backend_pdf_ps.py:79(_get_font_ttf)
       72    0.000    0.000    0.002    0.000 serialized_attributes.py:188(set_and_validate_functions)
        3    0.000    0.000    0.002    0.001 array_ops.py:1084(strided_slice)
      422    0.001    0.000    0.002    0.000 colors.py:157(to_rgba)
      278    0.000    0.000    0.002    0.000 transforms.py:2462(composite_transform_factory)
      142    0.002    0.000    0.002    0.000 __init__.py:1663(normalize_kwargs)
        4    0.000    0.000    0.002    0.001 axis.py:744(__init__)
        3    0.000    0.000    0.002    0.001 gen_array_ops.py:10170(strided_slice)
       32    0.000    0.000    0.002    0.000 ticker.py:2817(__init__)
     1272    0.002    0.000    0.002    0.000 device_spec.py:376(__eq__)
     2592    0.001    0.000    0.002    0.000 nested_structure_coder.py:226(can_encode)
     2496    0.002    0.000    0.002    0.000 utils.py:223(set_training_arg)
      192    0.001    0.000    0.002    0.000 __init__.py:183(dumps)
       26    0.000    0.000    0.002    0.000 def_function.py:1199(function)
      168    0.000    0.000    0.002    0.000 utils.py:131(maybe_add_training_arg)
       32    0.000    0.000    0.002    0.000 ticker.py:2020(__init__)
      348    0.001    0.000    0.002    0.000 func_graph.py:468(variables)
      696    0.001    0.000    0.002    0.000 nested_structure_coder.py:70(_get_encoders)
        4    0.000    0.000    0.002    0.001 _base.py:2884(tick_params)
     2908    0.002    0.000    0.002    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.002    0.001 gen_math_ops.py:6696(prod)
      670    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(dot)
     1336    0.002    0.000    0.002    0.000 def_function.py:911(input_signature)
       32    0.000    0.000    0.002    0.000 ticker.py:2095(set_params)
      456    0.000    0.000    0.002    0.000 transforms.py:126(invalidate)
      924    0.002    0.000    0.002    0.000 <string>:35(_asdict)
      896    0.001    0.000    0.002    0.000 artist.py:49(_stale_axes_callback)
      120    0.000    0.000    0.002    0.000 save_impl.py:509(layer_call_wrapper)
      492    0.001    0.000    0.002    0.000 _weakrefset.py:36(__init__)
      848    0.001    0.000    0.002    0.000 op_def_library.py:159(_MakeStr)
     5064    0.001    0.000    0.002    0.000 module.py:302(_is_module)
      132    0.000    0.000    0.002    0.000 axis.py:1891(getter)
     2460    0.001    0.000    0.002    0.000 base.py:543(_setattr_tracking)
       65    0.000    0.000    0.002    0.000 base_layer.py:2182(<listcomp>)
      432    0.001    0.000    0.002    0.000 data_structures.py:650(<dictcomp>)
     1344    0.001    0.000    0.002    0.000 saveable_object_util.py:365(trace_save_restore_functions)
      384    0.002    0.000    0.002    0.000 functional_ops.py:1178(<listcomp>)
      216    0.000    0.000    0.002    0.000 backend_pdf.py:642(<listcomp>)
      840    0.001    0.000    0.002    0.000 ops.py:416(device)
      176    0.000    0.000    0.002    0.000 function.py:3103(<listcomp>)
      152    0.000    0.000    0.002    0.000 text.py:838(get_prop_tup)
      356    0.001    0.000    0.002    0.000 __init__.py:2096(_check_isinstance)
        4    0.000    0.000    0.002    0.000 gen_math_ops.py:314(add)
        2    0.000    0.000    0.002    0.001 _base.py:2332(autoscale_view)
      122    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(column_stack)
     2976    0.002    0.000    0.002    0.000 __init__.py:2131(_check_in_list)
        1    0.002    0.002    0.002    0.002 {built-in method posix.mkdir}
      272    0.001    0.000    0.002    0.000 transforms.py:727(__init__)
     1415    0.002    0.000    0.002    0.000 ops.py:6583(__init__)
      262    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(amin)
      516    0.002    0.000    0.002    0.000 revived_types.py:73(to_proto)
       48    0.000    0.000    0.002    0.000 save_impl.py:385(to_tensor_spec_or_none)
       32    0.001    0.000    0.002    0.000 ticker.py:683(_compute_offset)
     1327    0.001    0.000    0.002    0.000 base_layer_utils.py:399(call_context)
     3849    0.002    0.000    0.002    0.000 traceable_stack.py:30(__init__)
      548    0.002    0.000    0.002    0.000 transforms.py:163(set_children)
       48    0.000    0.000    0.002    0.000 utils.py:40(use_wrapped_call)
      352    0.001    0.000    0.002    0.000 function.py:3087(<genexpr>)
     8790    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.lock' objects}
      444    0.000    0.000    0.002    0.000 nested_structure_coder.py:423(can_encode)
       90    0.000    0.000    0.002    0.000 transforms.py:1940(rotate_deg)
     1478    0.001    0.000    0.002    0.000 _weakrefset.py:20(__enter__)
       52    0.001    0.000    0.002    0.000 Experiment.py:176(<listcomp>)
      624    0.001    0.000    0.002    0.000 transforms.py:1831(__init__)
      264    0.000    0.000    0.002    0.000 base_layer.py:1237(stateful)
        3    0.000    0.000    0.002    0.001 gen_math_ops.py:10355(squared_difference)
     2208    0.002    0.000    0.002    0.000 base_layer.py:2954(_eager_losses)
      104    0.001    0.000    0.002    0.000 pickle.py:905(save_global)
        3    0.000    0.000    0.002    0.001 optimizer_v2.py:808(_create_hypers)
        3    0.000    0.000    0.002    0.001 backprop.py:697(_ones)
     5592    0.002    0.000    0.002    0.000 function.py:223(<genexpr>)
      206    0.000    0.000    0.002    0.000 lines.py:1257(set_markerfacecoloralt)
      228    0.001    0.000    0.002    0.000 func_graph.py:697(clear_captures)
      216    0.001    0.000    0.002    0.000 json_utils.py:37(default)
     6804    0.001    0.000    0.002    0.000 base.py:649(_checkpoint_dependencies)
    73/65    0.000    0.000    0.002    0.000 backend_pdf.py:183(<listcomp>)
      206    0.001    0.000    0.002    0.000 lines.py:1147(set_linestyle)
        3    0.000    0.000    0.002    0.001 math_grad.py:1656(_MatMulGradAgainstSecondOnly)
     3912    0.001    0.000    0.002    0.000 nested_structure_coder.py:133(can_encode)
        3    0.000    0.000    0.002    0.001 array_ops.py:3007(ones)
      520    0.001    0.000    0.002    0.000 Hanabi.py:298(<dictcomp>)
       60    0.000    0.000    0.002    0.000 data_structures.py:832(_update_snapshot)
       37    0.000    0.000    0.002    0.000 training.py:1899(non_trainable_weights)
     3456    0.001    0.000    0.002    0.000 object_identity.py:143(__iter__)
     1584    0.001    0.000    0.002    0.000 base_layer.py:1235(<genexpr>)
        3    0.000    0.000    0.002    0.001 util.py:123(scale_losses_by_sample_weight)
      864    0.000    0.000    0.002    0.000 regularizers.py:342(serialize)
      152    0.000    0.000    0.002    0.000 _base.py:597(viewLim)
        4    0.000    0.000    0.002    0.000 _base.py:2398(handle_single_axis)
      176    0.001    0.000    0.002    0.000 function.py:157(_type_spec_for)
       41    0.000    0.000    0.002    0.000 backend_pdf.py:649(endStream)
      368    0.001    0.000    0.002    0.000 base_layer.py:1200(_autographed_call)
      312    0.001    0.000    0.002    0.000 save_impl.py:438(training_arg_was_passed)
       48    0.000    0.000    0.002    0.000 text.py:259(update_from)
     1344    0.001    0.000    0.002    0.000 transforms.py:1701(__init__)
     2472    0.001    0.000    0.002    0.000 copy.py:252(_keep_alive)
      756    0.002    0.000    0.002    0.000 base_layer_utils.py:524(__exit__)
      389    0.001    0.000    0.002    0.000 context.py:2390(_tmp_in_graph_mode)
       37    0.000    0.000    0.002    0.000 backend_pdf.py:398(end)
    14279    0.002    0.000    0.002    0.000 inspect.py:2506(default)
      230    0.000    0.000    0.002    0.000 transforms.py:2290(__init__)
  882/456    0.001    0.000    0.002    0.000 transforms.py:136(_invalidate_internal)
      682    0.001    0.000    0.002    0.000 device.py:67(merge_device)
        3    0.000    0.000    0.002    0.001 gen_math_ops.py:3851(floor_mod)
      696    0.002    0.000    0.002    0.000 nested_structure_coder.py:72(<listcomp>)
       32    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(clip)
